morpheme,gloss,affix,freq
дыс,STEM,root,365
артисты,STEM,root,379
амэрбый,STEM,root,329
чъыӏэшху,STEM,root,13
зарем,STEM,root,158
уӏэшы,STEM,root,601
мониторинг,STEM,root,108
промышленнэ,STEM,root,488
мадлен,STEM,root,106
дыухьэ,STEM,root,109
пантелеевы,STEM,root,12
джэрзы,STEM,root,81
цуакъэ,STEM,root,148
шэрэлӏ,STEM,root,17
шевченкэ,STEM,root,388
соболы,STEM,root,6
уполномоченн,STEM,root,202
актеры,STEM,root,39
мыд,STEM,root,233
румыние,STEM,root,111
долгополовы,STEM,root,19
сбербанкы,STEM,root,78
лабораторие,STEM,root,217
яжьэ,STEM,root,87
исполкомы,STEM,root,177
басаргины,STEM,root,26
пщыкъо,STEM,root,63
ушъхьакӏугъэ,STEM,root,26
тыжьыны,STEM,root,204
нахьыкӏэ,STEM,root,622
кристин,STEM,root,375
мусс,STEM,root,33
ой,STEM,root,105
хъущэ,STEM,root,39
травматологие,STEM,root,32
экспонат,STEM,root,84
постпредствэ,STEM,root,32
сотникова,STEM,root,6
километр,STEM,root,403
еремин,STEM,root,80
шъхьалъэ,STEM,root,68
истории,STEM,root,62
технолог,STEM,root,79
мединституты,STEM,root,55
дел,STEM,root,140
лэжьыгъац,STEM,root,9
лӏэхъусэжъ,STEM,root,375
кӏуасэ,STEM,root,153
кӏэпы,STEM,root,108
уд,STEM,root,74
емызэщ,STEM,root,83
тф,STEM,root,242
цӏацӏэ,STEM,root,150
апшеронскэ,STEM,root,119
зэгъа,STEM,root,644
иуан,STEM,root,270
джэгуакӏо,STEM,root,95
елизавета,STEM,root,105
манченкэ,STEM,root,127
музык,STEM,root,39
сэдэкъэхэдзы,STEM,root,8
банковскэ,STEM,root,44
интерактивнэ,STEM,root,53
хьад,STEM,root,128
командиры,STEM,root,120
ипподромы,STEM,root,43
гъумытӏымы,STEM,root,63
тыкъ,STEM,root,11
анализ,STEM,root,84
плӏы,STEM,root,206
терапие,STEM,root,44
хьатхъохъу,STEM,root,84
мэфэку,STEM,root,140
мраморы,STEM,root,10
тумэ,STEM,root,34
бирамы,STEM,root,65
нурыет,STEM,root,463
акушерскэ,STEM,root,37
политехническэ,STEM,root,154
жаннэ,STEM,root,165
пословскэ,STEM,root,339
авторы,STEM,root,840
доверие,STEM,root,35
декан,STEM,root,183
мэртазэ,STEM,root,24
бамыкӏ,STEM,root,160
чужбин,STEM,root,20
айдар,STEM,root,34
титыу,STEM,root,18
мыкъо,STEM,root,240
шынэгъакӏ,STEM,root,11
рахимовы,STEM,root,18
ӏан,STEM,root,101
аукционы,STEM,root,83
курсы,STEM,root,234
хъулъфыгъ,STEM,root,499
бассейн,STEM,root,89
водителы,STEM,root,304
шъхьахынэ,STEM,root,121
петрусенкэ,STEM,root,419
наградэ,STEM,root,252
корпоративнэ,STEM,root,39
техьагъу,STEM,root,45
сантиметр,STEM,root,138
кӏэи,STEM,root,119
винтовкэ,STEM,root,28
цыхь,STEM,root,231
дзыо,STEM,root,155
восход,STEM,root,26
тхъурбэ,STEM,root,59
къадыр,STEM,root,243
агрегат,STEM,root,136
бажь,STEM,root,28
ох,STEM,root,116
шъогъазэ,STEM,root,24
обсерваторие,STEM,root,15
пхъэшъхьэ,STEM,root,560
быба,STEM,root,37
кӏэлэкӏ,STEM,root,8
нэшӏошӏы,STEM,root,187
ӏэза,STEM,root,774
саперы,STEM,root,4
оперативнэ,STEM,root,575
упчӏэжьэгъу,STEM,root,663
компьютеры,STEM,root,190
квартал,STEM,root,161
нотэ,STEM,root,45
хьылъа,STEM,root,159
бензин,STEM,root,54
благъо,STEM,root,169
хъырбыдз,STEM,root,85
бэлахь,STEM,root,219
щэбан,STEM,root,323
энгельс,STEM,root,55
аргъой,STEM,root,38
къэм,STEM,root,55
витамин,STEM,root,81
петровы,STEM,root,509
занкӏэ,STEM,root,398
чыла,STEM,root,366
ӏуб,STEM,root,23
аюб,STEM,root,94
спортивнэ,STEM,root,263
детектив,STEM,root,14
термин,STEM,root,44
ӏых,STEM,root,53
быжь,STEM,root,93
котляровы,STEM,root,16
ушъэфы,STEM,root,1167
хьаджмэт,STEM,root,36
былымы,STEM,root,453
волейбол,STEM,root,127
астрахань,STEM,root,782
корней,STEM,root,18
базэ,STEM,root,577
шыбл,STEM,root,19
дзыбэ,STEM,root,488
тхьамэта,STEM,root,539
четин,STEM,root,11
шыудз,STEM,root,14
автор,STEM,root,565
пластикэ,STEM,root,40
общественност,STEM,root,15
псэолъапхъэ,STEM,root,139
къашхъо,STEM,root,46
писател,STEM,root,56
едыдж,STEM,root,666
поэт,STEM,root,227
троллейбусы,STEM,root,42
ростелекомы,STEM,root,71
гуа,STEM,root,204
шъынэ,STEM,root,92
ужъгъэи,STEM,root,18
амирэ,STEM,root,61
къалмыкъ,STEM,root,123
абызовы,STEM,root,53
хэбзэукъо,STEM,root,9
мэрчэпы,STEM,root,2
специализированнэ,STEM,root,27
аруан,STEM,root,2
эд,STEM,root,202
ушъорэкӏ,STEM,root,11
гупы,STEM,root,142
экономик,STEM,root,37
къуанч,STEM,root,5
бэдзэры,STEM,root,317
любовь,STEM,root,201
бразилие,STEM,root,122
правд,STEM,root,57
джэрз,STEM,root,409
археологие,STEM,root,311
пхъэшэ,STEM,root,154
пагэ,STEM,root,511
аппаратнэ,STEM,root,12
фармацевтикэ,STEM,root,20
къыбл,STEM,root,90
узбек,STEM,root,39
лучин,STEM,root,63
дагъэ,STEM,root,347
лутӏэ,STEM,root,10
мадин,STEM,root,84
къушъхь,STEM,root,174
лъэбакъо,STEM,root,48
алырэгъу,STEM,root,471
автобан,STEM,root,4
мандат,STEM,root,260
нравственнэ,STEM,root,84
цӏырэ,STEM,root,6
евфрат,STEM,root,9
патрушевы,STEM,root,26
эстафет,STEM,root,18
сеты,STEM,root,54
парк,STEM,root,529
пщыпый,STEM,root,63
къоджа,STEM,root,49
пщын,STEM,root,224
къэгъэзэжь,STEM,root,194
монополие,STEM,root,95
краснознаменнэ,STEM,root,13
натуральнэ,STEM,root,24
сымадж,STEM,root,415
гъэмафэ,STEM,root,568
лъэкурэ,STEM,root,37
псынэ,STEM,root,303
мухьарбый,STEM,root,189
роспотребнадзоры,STEM,root,332
гукъэкӏыжьы,STEM,root,80
энергия,STEM,root,281
нацист,STEM,root,18
равви,STEM,root,17
псыунэ,STEM,root,58
псковскэ,STEM,root,11
хьалэлы,STEM,root,446
казначействэ,STEM,root,45
тэтэжъ,STEM,root,218
пчы,STEM,root,212
творчеств,STEM,root,34
казахстан,STEM,root,133
пачъыхьа,STEM,root,153
гъур,STEM,root,241
тазыры,STEM,root,210
приборы,STEM,root,57
антиохие,STEM,root,36
блэр,STEM,root,130
тӏокӏы,STEM,root,280
тхьэлэ,STEM,root,13
ба,STEM,root,567
сэкъат,STEM,root,202
панченко,STEM,root,12
абазэ,STEM,root,46
чайковскэ,STEM,root,90
экспозицие,STEM,root,173
европейскэ,STEM,root,80
поэзии,STEM,root,17
бригадиры,STEM,root,49
факел,STEM,root,42
хъоршэры,STEM,root,225
тешъо,STEM,root,114
практическэ,STEM,root,222
кассэ,STEM,root,74
симоновы,STEM,root,21
лагъымэ,STEM,root,84
россии,STEM,root,194
мониторингы,STEM,root,56
тӏокӏ,STEM,root,243
меркицкэ,STEM,root,87
сысоевы,STEM,root,79
сервисы,STEM,root,56
компьютер,STEM,root,302
лъащэ,STEM,root,231
пщынэуа,STEM,root,14
ерусалим,STEM,root,211
уцэку,STEM,root,26
мар,STEM,root,143
цыхьэшӏэгъудж,STEM,root,2
къаз,STEM,root,72
хъурыш,STEM,root,6
къандур,STEM,root,64
нэепсыя,STEM,root,17
гущыӏэпэ,STEM,root,12
эстраднэ,STEM,root,79
демократие,STEM,root,163
шъомбгъуа,STEM,root,207
барсуковы,STEM,root,65
лыгъ,STEM,root,28
спартакиадэ,STEM,root,319
баты,STEM,root,189
райком,STEM,root,165
можайскэ,STEM,root,13
жэбзэ,STEM,root,231
гражданскэ,STEM,root,238
электростанцие,STEM,root,82
электрическэ,STEM,root,238
аптечнэ,STEM,root,34
исландие,STEM,root,12
беларус,STEM,root,11
чӏыкӏэ,STEM,root,13
блыпэ,STEM,root,242
внешэкономбанкы,STEM,root,27
дэпкъ,STEM,root,420
лъэпӏа,STEM,root,421
фэкъолӏ,STEM,root,409
взятие,STEM,root,27
гъозэрыплъ,STEM,root,55
ставкэ,STEM,root,60
тучан,STEM,root,771
наркотикы,STEM,root,162
беловы,STEM,root,37
шын,STEM,root,199
пэсэ,STEM,root,360
белосельскэ,STEM,root,10
чылэгъот,STEM,root,10
таксист,STEM,root,23
крымскэ,STEM,root,102
бжъа,STEM,root,58
тхъытхъ,STEM,root,44
шъау,STEM,root,129
ливан,STEM,root,48
гъомлэшк,STEM,root,113
бгурыӏуа,STEM,root,126
мотострелковэ,STEM,root,43
париж,STEM,root,354
белоруссие,STEM,root,130
делегаты,STEM,root,9
аужыр,STEM,root,158
лъэӏо,STEM,root,387
джэмал,STEM,root,48
училищ,STEM,root,159
макарова,STEM,root,7
конструкцие,STEM,root,24
революцие,STEM,root,377
норматив,STEM,root,98
фирм,STEM,root,460
пщына,STEM,root,141
волг,STEM,root,76
жакӏэ,STEM,root,75
хас,STEM,root,97
квалификацие,STEM,root,54
ӏус,STEM,root,370
аэропорт,STEM,root,75
нэшхъэй,STEM,root,84
улэжьэ,STEM,root,41
къао,STEM,root,39
гумыштэ,STEM,root,69
гарнизоны,STEM,root,118
хьабый,STEM,root,72
бэрсэи,STEM,root,15
лэгъ,STEM,root,19
соцбилет,STEM,root,3
оператор,STEM,root,135
лӏа,STEM,root,1257
гопэгъу,STEM,root,209
цӏа,STEM,root,285
оркестрэ,STEM,root,718
баскетбол,STEM,root,219
школ,STEM,root,89
дэо,STEM,root,504
стамбул,STEM,root,449
псалъ,STEM,root,119
батырбэч,STEM,root,2
полис,STEM,root,129
тхьакӏум,STEM,root,41
джарэущтэу,STEM,root,268
пкӏэу,STEM,root,21
гранатэ,STEM,root,25
щэӏу,STEM,root,124
омскэ,STEM,root,46
гумэ,STEM,root,121
спектакль,STEM,root,38
инвесторы,STEM,root,82
официальнэ,STEM,root,237
мыжа,STEM,root,25
алифиренкэ,STEM,root,104
къоешӏ,STEM,root,33
куликовы,STEM,root,15
къутэмэ,STEM,root,147
аминэ,STEM,root,211
датхъужъы,STEM,root,41
васильевна,STEM,root,7
сапэ,STEM,root,356
абадзэ,STEM,root,209
село,STEM,root,416
процессы,STEM,root,25
сообществэ,STEM,root,219
резерв,STEM,root,64
иныжъ,STEM,root,116
пхъэӏашэ,STEM,root,168
бородины,STEM,root,21
уджэгъу,STEM,root,96
адыгеястат,STEM,root,4
ушъэф,STEM,root,358
черноморец,STEM,root,504
машэ,STEM,root,304
апчы,STEM,root,105
бгыкъу,STEM,root,38
къурэ,STEM,root,80
мыжэ,STEM,root,132
жемчужинэ,STEM,root,48
дамир,STEM,root,312
ашъыу,STEM,root,121
ислам,STEM,root,163
къомафэ,STEM,root,19
просветительскэ,STEM,root,40
лъэпэды,STEM,root,4
ушъорэкӏы,STEM,root,10
къуалъхьэ,STEM,root,241
махэ,STEM,root,49
псынэкӏэчъы,STEM,root,129
жэкӏэ,STEM,root,163
торпедо,STEM,root,416
вишневецкэ,STEM,root,76
нэкӏушъхьаплъ,STEM,root,14
курд,STEM,root,202
комедие,STEM,root,123
лый,STEM,root,12
печаты,STEM,root,40
дэуа,STEM,root,32
межведомственнэ,STEM,root,143
секретариаты,STEM,root,15
журналисты,STEM,root,150
къурӏаны,STEM,root,355
субсидие,STEM,root,402
капитаны,STEM,root,74
аристотель,STEM,root,49
секретары,STEM,root,153
ученэ,STEM,root,99
шэбан,STEM,root,29
къызыдэхъу,STEM,root,10
социалистическэ,STEM,root,324
щафэ,STEM,root,125
рейхстагы,STEM,root,41
диалект,STEM,root,78
секторы,STEM,root,64
мотор,STEM,root,37
утхыпкӏы,STEM,root,84
персы,STEM,root,25
мустаф,STEM,root,120
наркоконтролы,STEM,root,45
линейкэ,STEM,root,49
ӏонтӏа,STEM,root,47
къуйцӏыкӏу,STEM,root,8
киоск,STEM,root,72
инженернэ,STEM,root,107
лъэцэр,STEM,root,251
екатеринэ,STEM,root,62
офтальмолог,STEM,root,14
чылысы,STEM,root,261
умыс,STEM,root,15
революционнэ,STEM,root,41
инвер,STEM,root,328
бэлахьэ,STEM,root,28
режиссеры,STEM,root,189
таурыхъ,STEM,root,158
абак,STEM,root,29
росздравнадзоры,STEM,root,72
шып,STEM,root,126
загъор,STEM,root,87
великобритание,STEM,root,86
нэшӏуцӏ,STEM,root,4
консультативнэ,STEM,root,41
тенэч,STEM,root,17
къупшъхьэ,STEM,root,320
пчыкӏэ,STEM,root,109
суверенитет,STEM,root,18
скульпторы,STEM,root,6
музее,STEM,root,286
гербицид,STEM,root,27
лӏышэ,STEM,root,215
василькин,STEM,root,28
пленкэ,STEM,root,65
вакцинэ,STEM,root,219
видеоролик,STEM,root,51
исаченкэ,STEM,root,109
иблис,STEM,root,3
саддукей,STEM,root,21
клубы,STEM,root,338
теуцо,STEM,root,58
охы,STEM,root,208
псэлъэ,STEM,root,318
жемчужина,STEM,root,78
щта,STEM,root,471
ута,STEM,root,97
полковникы,STEM,root,73
закӏэ,STEM,root,267
блыпкъ,STEM,root,75
сэна,STEM,root,67
лебедевы,STEM,root,43
ерэт,STEM,root,30
француз,STEM,root,204
ресторан,STEM,root,103
кубометрэ,STEM,root,135
ипподром,STEM,root,8
укӏыт,STEM,root,162
туризм,STEM,root,32
инспекцие,STEM,root,495
кавказскэ,STEM,root,66
бза,STEM,root,171
булат,STEM,root,36
гъукӏа,STEM,root,29
къащы,STEM,root,270
криминалистическэ,STEM,root,28
калиниченкэ,STEM,root,56
официальн,STEM,root,90
диссертацие,STEM,root,327
следствие,STEM,root,208
къащ,STEM,root,305
вертолеты,STEM,root,20
гъунэпкъэ,STEM,root,443
методикэ,STEM,root,132
елен,STEM,root,692
гухэкӏы,STEM,root,253
хъункӏа,STEM,root,240
космонавт,STEM,root,100
сулеймановы,STEM,root,7
къудайнэт,STEM,root,49
ислъамы,STEM,root,130
баскетболы,STEM,root,193
тарасовы,STEM,root,18
кӏэрэхъо,STEM,root,42
чернобыльцэ,STEM,root,110
мольер,STEM,root,33
упкӏатэ,STEM,root,72
студенческэ,STEM,root,78
психологие,STEM,root,129
курскэ,STEM,root,151
дружбэ,STEM,root,37
кӏэрахъо,STEM,root,224
лъэпшъ,STEM,root,125
ӏэбыцо,STEM,root,3
зэнтхъы,STEM,root,45
санэ,STEM,root,298
баллон,STEM,root,18
макаровы,STEM,root,20
город,STEM,root,73
доллар,STEM,root,147
губзыгъэ,STEM,root,144
моцарт,STEM,root,36
чеслав,STEM,root,275
гъушъэ,STEM,root,109
нэцӏ,STEM,root,124
истамбыл,STEM,root,94
зэщ,STEM,root,666
елизавет,STEM,root,214
ашъо,STEM,root,420
бэгъэдыр,STEM,root,87
зекӏогъу,STEM,root,286
тӏурэ,STEM,root,57
унэӏут,STEM,root,275
паспорт,STEM,root,311
мамхыгъ,STEM,root,50
субъекты,STEM,root,124
мебелы,STEM,root,102
докладчикы,STEM,root,37
мамгъэт,STEM,root,48
гушӏубзыу,STEM,root,126
унэшъуа,STEM,root,44
комплект,STEM,root,28
мэфа,STEM,root,79
полицейскэ,STEM,root,352
большевик,STEM,root,84
долэт,STEM,root,395
панэ,STEM,root,67
малхозова,STEM,root,53
степанова,STEM,root,30
конверт,STEM,root,52
хэмыукъоу,STEM,root,12
тэдж,STEM,root,464
стенд,STEM,root,70
таблетк,STEM,root,1
сапер,STEM,root,67
интернат,STEM,root,157
лабинскэ,STEM,root,101
самсун,STEM,root,51
цэ,STEM,root,255
медсестр,STEM,root,60
ӏуашъхь,STEM,root,84
